Item Name,Quantity,Measure,Wgt (g),Cals (kcal),FatCals (kcal),SatCals (kcal),Prot (g),Carb (g),TotFib (g),TotSolFib (g),Sugar (g),MonSac (g),Disacc (g),OCarb (g),Fat (g),SatFat (g),MonoFat (g),PolyFat (g),TransFat (g),Chol (mg),Water (g),Vit A-IU (IU),Vit A-RAE (mcg),Caroten (mcg),Retinol (mcg),BetaCaro (mcg),Vit B1 (mg),Vit B2 (mg),Vit B3 (mg),Vit B3-NE (mg),Vit B6 (mg),Vit B12 (mcg),Biot (mcg),Vit C (mg),Vit D-IU (IU),Vit D-mcg (mcg),Vit E-a-Toco (mg),Folate (mcg),Fol_DFE (mcg DFE),Vit K (mcg),Panto (mg),Calc (mg),Chrom (mcg),Copp (mg),Fluor (mg),Iodine (mcg),Iron (mg),Magn (mg),Mang (mg),Moly (mcg),Phos (mg),Pot (mg),Sel (mcg),Sod (mg),Zinc (mg),Omega3 (g),Omega6 (g),Alc (g),Caff (mg),Chln (mg)
"    cocoa powder, natural",0.005682,Ounce-weight,0.16,0.48,0.29,0,0.03,0.06,0.06,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0
"    cumin seeds, ground",0.012987,Ounce-weight,0.37,1.64,0.77,0,0.07,0.15,0.13,0,0,0,0,0,0.09,0,0,0,0,0,0.04,1.66,0.08,0.17,0,0.99,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,3.06,0,0,0,0,0.13,0,0,0,0,0,0,0.73,0,0,0,0,0,0
"    oregano, dried, leaves",0.002841,Ounce-weight,0.08,0.21,0.03,0.01,0.01,0.06,0.03,0,0,0,0,0.02,0,0,0,0,0,0,0.01,1.37,0.07,0.14,0,0.81,0,0,0,0.01,0,0,0,0,0,0,0.01,0.19,0.19,0.5,0,1.29,0,0,0,0,0.03,0.22,0,0,0.12,1.01,0,0.02,0,0,0,0,0,0.03
"    coriander seed, ground",0.002841,Ounce-weight,0.08,0.36,0.14,0,0.01,0.04,0.04,0,0,0,0,0,0.02,0,0,0,0,0,0.01,0.04,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0
"    juice, lime, fresh",0.136364,Fluid ounce,4.12,1.03,0.03,0,0.02,0.35,0.02,0,0.07,0.05,0.02,0.26,0,0,0,0,0,0,3.75,2.06,0.1,0.21,0,1.24,0,0,0.01,0.01,0,0,0,1.24,0,0,0.01,0.41,0.41,0.02,0.01,0.58,0,0,0,0,0,0.33,0,0,0.58,4.83,0,0.08,0,0,0,0,0,0.21
"    spinach, baby, fresh",0.246753,Ounce-weight,7,1.65,0,0,0.16,0.25,0.16,0,0,0,0,0.08,0,0,0,0,0,0,0,452.64,22.63,45.26,0,0,0,0,0,0,0,0,0,1.98,0,0,0,13.17,0,33.58,0,6.58,0,0,0,0,0.22,4.94,0.07,0,0,0,0,5.35,0,0,0,0,0,0
"    mushrooms, crimini, fresh",0.902597,Ounce-weight,25.59,5.63,0.23,0.03,0.64,1.1,0.15,0,0.44,0,0,0.51,0.03,0,0,0.01,0,0,23.57,0,0,0,0,0,0.02,0.13,0.97,1.21,0.03,0.03,0,0,0.77,0.03,0,6.4,6.4,0,0.38,4.61,0,0.13,0,0,0.1,2.3,0.04,0,30.71,114.64,6.65,1.54,0.28,0,0.01,0,0,5.65
"    stock, vegetable, organic",1.53247,Fluid ounce,45.32,3.83,0,0,0.19,0.77,0.19,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    oil, olive",0.123377,Ounce-weight,3.5,30.92,30.92,4.35,0,0,0,0,0,0,0,0,3.5,0.48,2.55,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,2.11,0,0.03,0,0,0,0,0.02,0,0,0,0,0.03,0,0.07,0,0.03,0.34,0,0,0.01
    bell pepper,0.642857,Ounce-weight,18.22,13.02,0,0,0,3.25,0,0,1.95,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.82,0,0,0,0,0,0
"    carrots, fresh, chopped",0.048701,Pound,22.09,9.06,0.48,0.07,0.21,2.12,0.62,0.26,1.05,0.25,0.79,0.45,0.05,0.01,0,0.03,0,0,19.5,3690.45,184.52,369.04,0,1830.2,0.01,0.01,0.22,0.24,0.03,0,0.07,1.3,0,0,0.15,4.2,4.2,2.92,0.06,7.29,0.09,0.01,0,0,0.07,2.65,0.03,1.1,7.73,70.69,0.02,15.24,0.05,0,0.03,0,0,1.94
"    black pepper, ground",0.001299,Ounce-weight,0.04,0.09,0.01,0,0,0.02,0.01,0,0,0,0,0.01,0,0,0,0,0,0,0,0.2,0.01,0.02,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.06,0,0.16,0.01,0,0,0,0,0.06,0,0,0.06,0.49,0,0.01,0,0,0,0,0,0
    sea salt,0.045,ounce-weight,1.2757275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494.415,,,,,,
Total,1,Serving,346.92,338.13,70.91,12.69,19.54,50.84,12.59,0.58,10.78,5.82,1.31,22.78,7.94,1.41,3.6,2.02,0,0,198.47,4414.79,220.74,441.48,0,1991.56,0.48,0.42,4.13,7.58,0.51,0.05,0.68,20.87,0.77,0.03,2.07,259.52,246.35,50.43,1.26,158.56,0.09,0.92,0,0.35,5.69,133.93,1.29,4.71,341.21,1345.12,12.48,766.2,2.38,0.24,1.78,0,0,43.45
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rachel's Veggie Burger,1,Serving,211.2,231.14,48.37,5.83,9.34,38.03,12.51,2.18,5.68,1.63,0.49,8.59,5.44,0.65,2.62,0.65,0,0,154.59,472.45,23.62,47.24,0,272.48,0.29,0.12,1.25,2.82,0.3,0,1.74,11.23,0,0,0.97,155.75,155.75,64.6,0.6,82.04,0,0.31,0,0.99,3.25,77.88,0.72,7.99,178.03,816.5,4.47,263.4,1.15,0.12,0.53,0,0,11.29
"    eggplant, fresh, cubes",3.87917,Ounce-weight,109.97,27.49,1.78,0.34,1.08,6.47,2.97,0,3.5,0,0,0,0.2,0.04,0.02,0.08,0,0,101.5,25.29,1.26,2.53,0,15.4,0.04,0.04,0.71,0.88,0.09,0,0,2.42,0,0,0.33,24.19,24.19,3.85,0.31,9.9,0,0.09,0,0,0.25,15.4,0.26,5.5,26.39,251.84,0.33,2.2,0.18,0.01,0.07,0,0,7.59
"    onion, white, fresh, chopped",1.75417,Ounce-weight,49.73,19.89,0.45,0.19,0.55,4.64,0.85,0,2.11,1.62,0.49,1.69,0.05,0.02,0.01,0.01,0,0,44.31,0.99,0.05,0.1,0,0.5,0.02,0.01,0.06,0.17,0.06,0,1.74,3.68,0,0,0.01,9.45,9.45,0.2,0.06,11.44,0,0.02,0,0.99,0.1,4.97,0.06,2.49,14.42,72.61,0.25,1.99,0.08,0,0.01,0,0,3.03
"    garlic, minced",0.079167,Ounce-weight,2.24,6.73,2.02,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    chili peppers, red, crushed flakes",0.0125,Ounce-weight,0.35,1.13,0.55,0.1,0.04,0.2,0.1,0,0.04,0,0,0.07,0.06,0.01,0.01,0.03,0,0,0.03,147.45,7.37,14.75,0,77.39,0,0,0.03,0.03,0.01,0,0,0.27,0,0,0.11,0.38,0.38,0.28,0,0.52,0,0,0,0,0.03,0.54,0.01,0,1.04,7.14,0.03,0.11,0.01,0,0.03,0,0,0.18
"    beans, small white, dry",1.0625,Ounce-weight,30.12,101.21,3.2,0.82,6.36,18.75,7.5,2.17,0,0,0,0,0.36,0.09,0.03,0.15,0,0,3.53,0,0,0,0,0,0.22,0.06,0.4,1.66,0.13,0,0,0,0,0,0,116.27,116.27,0,0.22,52.11,0,0.19,0,0,2.33,55.12,0.38,0,134.04,464.47,3.86,3.61,0.85,0.07,0.08,0,0,0
"    parsley, fresh, sprigs",0.0625,Ounce-weight,1.77,0.64,0.13,0.02,0.05,0.11,0.06,0,0.02,0,0,0.04,0.01,0,0.01,0,0,0,1.55,149.26,7.46,14.93,0,89.55,0,0,0.02,0.04,0,0,0,2.36,0,0,0.01,2.69,2.69,29.06,0.01,2.45,0,0,0,0,0.11,0.89,0,0,1.03,9.82,0,0.99,0.02,0,0,0,0,0.23
"    flax seeds, brown, ground",0.079167,Ounce-weight,2.24,10.47,6.73,0,0.45,0.75,0.6,0,0,0,0,0.15,0.75,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99,0,0,0,0,0.16,0,0,0,0,0,0,0.75,0,0,0,0,0,0
"    rice, brown, puffed",0.298333,Ounce-weight,8.46,31.95,2.54,0,0.75,6.95,0.38,0,0,0,0,6.58,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0
"    black pepper, ground",0.001042,Ounce-weight,0.03,0.07,0.01,0,0,0.02,0.01,0,0,0,0,0.01,0,0,0,0,0,0,0,0.16,0.01,0.02,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.05,0,0.13,0,0,0,0,0,0.05,0,0,0.05,0.39,0,0.01,0,0,0,0,0,0
"    lemon juice, fresh",0.025,Tablespoon,0.38,0.08,0.01,0,0,0.03,0,0,0.01,0.01,0,0.02,0,0,0,0,0,0,0.35,0.02,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0.08,0.08,0,0,0.02,0,0,0,0,0,0.02,0,0,0.03,0.39,0,0,0,0,0,0,0,0.02
"    oil, olive",0.129167,Fluid ounce,3.49,30.83,30.83,4.33,0,0,0,0,0,0,0,0,3.49,0.48,2.54,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,2.1,0,0.03,0,0,0,0,0.02,0,0,0,0,0.03,0,0.07,0,0.03,0.34,0,0,0.01
"    parsley, fresh, sprigs",0.0625,Ounce-weight,1.77,0.64,0.13,0.02,0.05,0.11,0.06,0,0.02,0,0,0.04,0.01,0,0.01,0,0,0,1.55,149.26,7.46,14.93,0,89.55,0,0,0.02,0.04,0,0,0,2.36,0,0,0.01,2.69,2.69,29.06,0.01,2.45,0,0,0,0,0.11,0.89,0,0,1.03,9.82,0,0.99,0.02,0,0,0,0,0.23
    sea salt,0.023,ounce-weight,0.6520385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.701,,,,,,
Total,1,Serving,211.2,231.14,48.37,5.83,9.34,38.03,12.51,2.18,5.68,1.63,0.49,8.59,5.44,0.65,2.62,0.65,0,0,154.59,472.45,23.62,47.24,0,272.48,0.29,0.12,1.25,2.82,0.3,0,1.74,11.23,0,0,0.97,155.75,155.75,64.6,0.6,82.04,0,0.31,0,0.99,3.25,77.88,0.72,7.99,178.03,816.5,4.47,263.4,1.15,0.12,0.53,0,0,11.29
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roasted Sweet Potato Fries and Parsnip Fries,1,Serving,241.88,204.43,13.17,8.47,3.35,46.19,9.54,1.8,10.77,1.99,3.02,25.5,1.46,0.94,0.2,0.09,0,0,188.05,17043.02,852.15,1704.3,0,10221.96,0.2,0.13,1.51,2.13,0.36,0,0.12,23.28,0,0,2.11,93.72,93.72,29.64,1.68,80.6,0,0.33,0,0,1.48,65.02,0.99,11.99,141.79,855.44,2.89,352.7,1.07,0.01,0.08,0,0,14.8
"    sweet potatoes, fresh, cubes",4.22959,Ounce-weight,119.91,103.12,0.54,0.19,1.88,24.13,3.6,0,5.01,1.99,3.02,15.52,0.06,0.02,0,0.02,0,0,92.66,17011.19,850.56,1701.12,0,10202.88,0.09,0.07,0.67,1.29,0.25,0,0,2.88,0,0,0.31,13.19,13.19,2.16,0.96,35.97,0,0.18,0,0,0.73,29.98,0.31,6,56.36,404.09,0.72,65.95,0.36,0,0.02,0,0,14.75
"    oil, coconut",0.076531,Tablespoon,1.04,9.28,9.28,7.73,0,0,0,0,0,0,0,0,1.03,0.86,0.07,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0
"    black pepper, ground",0.000957,Ounce-weight,0.03,0.07,0.01,0,0,0.02,0.01,0,0,0,0,0.01,0,0,0,0,0,0,0,0.15,0.01,0.01,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.12,0,0,0,0,0,0.05,0,0,0.04,0.36,0,0.01,0,0,0,0,0,0
"    oregano, ground",0.002551,Ounce-weight,0.07,0.19,0.03,0.01,0.01,0.05,0.03,0,0,0,0,0.02,0,0,0,0,0,0,0.01,1.23,0.06,0.12,0,0.73,0,0,0,0.01,0,0,0,0,0,0,0.01,0.17,0.17,0.45,0,1.15,0,0,0,0,0.03,0.2,0,0,0.11,0.91,0,0.02,0,0,0,0,0,0.02
"    chili powder, Eagle, food service",0.003827,Ounce-weight,0.11,1.45,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    paprika, ground",0.002551,Ounce-weight,0.07,0.27,0.07,0,0.01,0.04,0.03,0,0,0,0,0,0.01,0,0,0,0,0,0.01,30.45,1.52,3.04,0,18.27,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.15,0,0,0,0,0.01,0,0,0,0,0,0,0.08,0,0,0,0,0,0
    garlic powder,0.001276,Ounce-weight,0.04,0.12,0,0,0.01,0.03,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0,0.03,0,0,0,0,0,0.03,0,0,0.15,0.43,0.01,0.02,0,0,0,0,0,0.02
"    parsnips, fresh, sliced",4.22959,Ounce-weight,119.91,89.93,3.24,0.54,1.44,21.57,5.88,1.8,5.76,0,0,9.94,0.36,0.06,0.13,0.06,0,0,95.36,0,0,0,0,0,0.11,0.06,0.84,0.84,0.11,0,0.12,20.38,0,0,1.79,80.34,80.34,26.98,0.72,43.17,0,0.14,0,0,0.71,34.77,0.67,6,85.13,449.65,2.16,11.99,0.71,0,0.05,0,0,0
    sea salt,0.025,ounce-weight,0.7087375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.675,,,,,,
Total,1,Serving,241.88,204.43,13.17,8.47,3.35,46.19,9.54,1.8,10.77,1.99,3.02,25.5,1.46,0.94,0.2,0.09,0,0,188.05,17043.02,852.15,1704.3,0,10221.96,0.2,0.13,1.51,2.13,0.36,0,0.12,23.28,0,0,2.11,93.72,93.72,29.64,1.68,80.6,0,0.33,0,0,1.48,65.02,0.99,11.99,141.79,855.44,2.89,352.7,1.07,0.01,0.08,0,0,14.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Euphebe Ketchup,1,Serving,47.96,36.15,4.92,0.61,0.84,7.17,1.22,0,5.48,1.81,0.01,0.48,0.56,0.07,0.25,0.11,0,0,37.06,242.65,12.13,24.26,0,134.8,0.03,0.03,0.53,0.61,0.07,0,0,3.8,0,0,0.6,5.46,5.46,2.45,0.12,18.59,0,0.08,0,0,0.74,8.76,0.11,0,14.06,165.69,0.27,146.7,0.13,0,0.07,0,0,5.41
"    raisins, golden",0.011111,Pound,5.04,16.38,0,0,0.13,3.91,0.25,0,3.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52,0,0,0,0,0.14,0,0,0,0,39.06,0,1.26,0,0,0,0,0,0
"    tomatoes, crushed, canned",1.42778,Ounce-weight,40.48,12.95,1.02,0.15,0.66,2.95,0.77,0,1.78,1.77,0.01,0.4,0.11,0.02,0.02,0.05,0,0,36.2,87.03,4.35,8.7,0,52.22,0.03,0.02,0.49,0.58,0.06,0,0,3.72,0,0,0.51,5.26,5.26,2.15,0.11,13.76,0,0.07,0,0,0.53,8.1,0.07,0,12.95,118.6,0.24,75.29,0.11,0,0.04,0,0,5.22
"    garlic, minced",0.033333,Ounce-weight,0.94,2.83,0.85,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
    paprika,0.011111,Ounce-weight,0.31,0.89,0.37,0.06,0.04,0.17,0.11,0,0.03,0.03,0,0.03,0.04,0.01,0.01,0.02,0,0,0.04,155.15,7.76,15.51,0,82.41,0,0,0.03,0.04,0.01,0,0,0,0,0,0.09,0.15,0.15,0.25,0.01,0.72,0,0,0,0,0.07,0.56,0.01,0,0.99,7.18,0.02,0.21,0.01,0,0.02,0,0,0.16
"    cinnamon, ground",0.005556,Ounce-weight,0.16,0.39,0.02,0,0.01,0.13,0.08,0,0,0,0,0.04,0,0,0,0,0,0,0.02,0.46,0.02,0.05,0,0.18,0,0,0,0,0,0,0,0.01,0,0,0,0.01,0.01,0.05,0,1.58,0,0,0,0,0.01,0.09,0.03,0,0.1,0.68,0,0.02,0,0,0,0,0,0.02
"    oil, olive, pure",0.022222,Tablespoon,0.31,2.67,2.67,0.4,0,0,0,0,0,0,0,0,0.31,0.04,0.22,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
    worcestershire sauce,0.022222,Tablespoon,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"    lemon juice, fresh",0.011111,Tablespoon,0.17,0.04,0,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0.16,0.01,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0.03,0.03,0,0,0.01,0,0,0,0,0,0.01,0,0,0.01,0.17,0,0,0,0,0,0,0,0.01
    sea salt,0.006,ounce-weight,0.170097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.922,,,,,,
Total,1,Serving,47.96,36.15,4.92,0.61,0.84,7.17,1.22,0,5.48,1.81,0.01,0.48,0.56,0.07,0.25,0.11,0,0,37.06,242.65,12.13,24.26,0,134.8,0.03,0.03,0.53,0.61,0.07,0,0,3.8,0,0,0.6,5.46,5.46,2.45,0.12,18.59,0,0.08,0,0,0.74,8.76,0.11,0,14.06,165.69,0.27,146.7,0.13,0,0.07,0,0,5.41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saag No Paneer,1,Serving,447.9,348.21,187.65,103.72,19.34,23.83,8.89,0,5.72,0.01,0.03,7.21,20.9,11.52,4.07,3.97,0,0,143.26,11155.97,557.97,1115.6,0,101.32,0.03,0.01,0.5,0.8,0.1,0,0,58.58,0,0,0.49,327.52,9.47,813.18,0.14,326.45,0,0.17,0,0,11.69,152.06,2.34,0,66.96,205.15,0.83,755.9,0.45,0.03,0.43,0,0,8.94
"    turmeric, ground",0.04,Ounce-weight,1.13,3.54,0.33,0.19,0.11,0.76,0.26,0,0.04,0.01,0.03,0.47,0.04,0.02,0.01,0.01,0,0,0.15,0,0,0,0,0,0,0,0.02,0.05,0,0,0,0.01,0,0,0.05,0.23,0.23,0.15,0.01,1.91,0,0.01,0,0,0.62,2.36,0.22,0,3.39,23.59,0.07,0.31,0.05,0,0.01,0,0,0.56
"    cayenne chili pepper, dried, ground",0.001875,Ounce-weight,0.05,0.17,0.08,0.02,0.01,0.03,0.01,0,0.01,0,0,0.01,0.01,0,0,0,0,0,0,22.12,1.11,2.21,0,11.61,0,0,0,0,0,0,0,0.04,0,0,0.02,0.06,0.06,0.04,0,0.08,0,0,0,0,0,0.08,0,0,0.16,1.07,0,0.02,0,0,0,0,0,0.03
"    spinach, baby, fresh",0.3725,Pound,168.96,39.76,0,0,3.98,5.96,3.98,0,0,0,0,1.99,0,0,0,0,0,0,0,10932.91,546.65,1093.29,0,0,0,0,0,0,0,0,0,47.71,0,0,0,318.05,0,811.02,0,159.02,0,0,0,0,5.37,119.27,1.59,0,0,0,0,129.21,0,0,0,0,0,0
"    garlic cloves, fresh",0.17,Ounce-weight,4.82,7.18,0.22,0.04,0.31,1.59,0.1,0,0.05,0,0,1.44,0.02,0,0,0.01,0,0,2.82,0.43,0.02,0.04,0,0.24,0.01,0.01,0.03,0.09,0.06,0,0,1.5,0,0,0,0.14,0.14,0.08,0.03,8.72,0,0.01,0,0,0.08,1.2,0.08,0,7.37,19.33,0.68,0.82,0.06,0,0.01,0,0,1.12
"    ginger root, fresh",0.295,Ounce-weight,8.36,6.69,0.56,0.15,0.15,1.49,0.17,0,0.14,0,0,1.18,0.06,0.02,0.01,0.01,0,0,6.6,0,0,0,0,0,0,0,0.06,0.08,0.01,0,0,0.42,0,0,0.02,0.92,0.92,0.01,0.02,1.34,0,0.02,0,0,0.05,3.6,0.02,0,2.84,34.71,0.06,1.09,0.03,0,0.01,0,0,2.41
"    serrano peppers, fresh",0.075,Ounce-weight,2.13,0.68,0.08,0.01,0.04,0.14,0.07,0,0.07,0,0,0,0.01,0,0,0,0,0,1.92,19.92,1,1.99,0,11.35,0,0,0.03,0.03,0.01,0,0,0.95,0,0,0.01,0.49,0.49,0.25,0,0.23,0,0,0,0,0.02,0.47,0,0,0.85,6.48,0.01,0.21,0.01,0,0,0,0,0.19
"    spice blend, garam masala",0.165,Ounce-weight,4.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    coriander, ground leaves",0.075,Ounce-weight,2.13,6.48,0.92,0,0.75,0.91,0.51,0,0,0,0,0,0.1,0,0,0,0,0,0.11,130.34,6.52,13.03,0,73.14,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,20.62,0,0,0,0,1.09,0,0,0,0,0,0,12.86,0,0,0,0,0,0
"    cumin seeds, ground",0.065,Ounce-weight,1.84,8.2,3.85,0,0.35,0.74,0.66,0,0,0,0,0,0.43,0,0,0,0,0,0.18,8.29,0.41,0.83,0,4.98,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,15.29,0,0,0,0,0.63,0,0,0,0,0,0,3.65,0,0,0,0,0,0
"    coconut milk, canned",0.24125,Cup,54.52,107.41,104.67,92.82,1.1,1.53,0,0,0,0,0,0,11.63,10.31,0.49,0.13,0,0,39.74,0,0,0,0,0,0.01,0,0.35,0.55,0.02,0,0,0.55,0,0,0,7.63,7.63,0,0.08,9.81,0,0.12,0,0,1.8,25.08,0.42,0,52.34,119.95,0,7.09,0.31,0,0.13,0,0,4.63
"    tofu, extra firm, Nasoya",0.25,Pound,113.4,111.13,53.07,7.14,11.45,2.95,1.47,0,0.45,0,0,1.02,5.9,0.79,1.59,3.52,0,0,91.74,41.96,2.27,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.32,0,0,0,0,1.81,0,0,0,0,0,0,4.54,0,0,0,0,0,0
"    oil, olive",0.1,Fluid ounce,2.7,23.87,23.87,3.36,0,0,0,0,0,0,0,0,2.7,0.37,1.97,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0,0,1.63,0,0.03,0,0,0,0,0.02,0,0,0,0,0.03,0,0.05,0,0.02,0.26,0,0,0.01
"    onion, yellow, fresh",0.18,Pound,81.65,33.1,0,0,1.1,7.72,1.65,0,4.96,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.62,0,0,0,0,0,0,0,22.07,0,0,0,0,0.2,0,0,0,0,0,0,2.76,0,0,0,0,0,0
    sea salt,0.054,ounce-weight,1.530873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593.298,,,,,,
Total,1,Serving,447.9,348.21,187.65,103.72,19.34,23.83,8.89,0,5.72,0.01,0.03,7.21,20.9,11.52,4.07,3.97,0,0,143.26,11155.97,557.97,1115.6,0,101.32,0.03,0.01,0.5,0.8,0.1,0,0,58.58,0,0,0.49,327.52,9.47,813.18,0.14,326.45,0,0.17,0,0,11.69,152.06,2.34,0,66.96,205.15,0.83,755.9,0.45,0.03,0.43,0,0,8.94
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardamom Rice,1,Serving,162.09,203.77,16,2.95,4.19,42.34,2.01,0.2,0.37,0,0.37,39.95,1.78,0.33,0.59,0.56,0,0,113,0,0,0,0,0,0.3,0.05,3.6,4.49,0.26,0,0.58,0.01,0,0,0.33,12.77,12.77,0.33,0.59,8.3,0.22,0.18,0.08,0,0.72,65.51,1.59,0,172.66,139.07,9.49,7.04,1.19,0.02,0.54,0,0,11.93
"    cardamom, ground",0.001,Ounce-weight,0.03,0.09,0.02,0,0,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0.06,0.01,0,0.05,0.32,0,0.01,0,0,0,0,0,0
"    rice, brown, dry, long grain",0.3,Cup,55.5,203.69,15.98,2.95,4.18,42.32,2,0.2,0.37,0,0.37,39.95,1.78,0.33,0.58,0.55,0,0,6.55,0,0,0,0,0,0.3,0.05,3.6,4.49,0.26,0,0.58,0,0,0,0.33,12.77,12.77,0.33,0.59,4.99,0.22,0.17,0,0,0.72,64.38,1.58,0,172.6,138.75,9.49,2.77,1.18,0.02,0.54,0,0,11.93
"    water, tap",3.6,Fluid ounce,106.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0.01,0.08,0,0,1.07,0,0,0,0,0,4.26,0.01,0,0,0,0,0
Total,1,Serving,162.09,203.77,16,2.95,4.19,42.34,2.01,0.2,0.37,0,0.37,39.95,1.78,0.33,0.59,0.56,0,0,113,0,0,0,0,0,0.3,0.05,3.6,4.49,0.26,0,0.58,0.01,0,0,0.33,12.77,12.77,0.33,0.59,8.3,0.22,0.18,0.08,0,0.72,65.51,1.59,0,172.66,139.07,9.49,7.04,1.19,0.02,0.54,0,0,11.93
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
